,Case_No,Days_of_Mon,Time_occured(24hr),Areas,Zip_Codes,Crimes,Weapons
4897,221707601,8,2030,Devonshire,91326,SEXUAL PENETRATION W/FOREIGN OBJECT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4898,220308875,8,1830,Southwest,90016,BURGLARY FROM VEHICLE,
4899,221007738,9,0400,West Valley,91436,VEHICLE - STOLEN,
4900,221808924,9,1420,Southeast,90003,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4901,220608588,7,1440,Hollywood,90028,PICKPOCKET,
4902,221900592,9,0940,Mission,91343,ATTEMPTED ROBBERY,SWITCH BLADE
4903,220110008,9,2345,Central,90014,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4904,220907765,9,0530,Van Nuys,91411,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4905,220808056,9,1100,West LA,90025,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
4906,221607153,9,2335,Foothill,91331,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",FIXED OBJECT
4907,221808896,8,2000,Southeast,90002,VEHICLE - STOLEN,
4908,220407377,9,0830,Hollenbeck,90023,VEHICLE - STOLEN,
4909,221908033,9,1056,Mission,91342,THEFT PLAIN - PETTY ($950 & UNDER),
4910,221500713,8,2230,N Hollywood,91606,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
4911,222100629,9,1840,Topanga,91367,BURGLARY,
4912,220308841,9,0800,Southwest,90037,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
4913,221107656,8,2330,Northeast,90027,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4914,221808936,9,0707,Southeast,90003,THEFT OF IDENTITY,
4915,220400679,9,0930,Hollenbeck,90032,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
4916,220109971,8,0800,Central,90015,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
4917,221209652,9,1215,77th Street,90003,VIOLATION OF RESTRAINING ORDER,
4918,221007761,9,1215,West Valley,91335,BURGLARY FROM VEHICLE,
4919,222107835,9,1220,Topanga,91367,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
4920,220109979,8,2300,Central,90017,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4921,221408994,8,0530,Pacific,90066,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
4922,220907772,9,1335,Van Nuys,91405,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
4923,221808929,9,1600,Southeast,90059,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
4924,220907810,9,1039,Van Nuys,91405,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
4925,220308822,9,0130,Southwest,90008,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4926,221309338,8,0840,Newton,90011,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4927,220110021,9,0100,Central,90013,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4928,222008260,9,0040,Olympic,90020,VIOLATION OF COURT ORDER,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4929,221707557,8,1900,Devonshire,91344,BURGLARY FROM VEHICLE,
4930,221607160,9,1926,Foothill,91352,THEFT OF IDENTITY,
4931,221508136,8,1915,N Hollywood,91604,THEFT OF IDENTITY,
4932,221808978,8,1250,Southeast,90247,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
4933,220109987,9,1547,Central,90071,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4934,220110033,9,0245,Central,90013,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
4935,220808180,9,2117,West LA,90025,SHOPLIFTING - PETTY THEFT ($950 & UNDER),"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4936,220208522,8,1200,Rampart,90029,VEHICLE - STOLEN,
4937,221409023,8,0936,Pacific,90045,"BUNCO, GRAND THEFT",
4938,221408993,9,0200,Pacific,90045,VEHICLE - STOLEN,
4939,220808014,8,1630,West LA,90024,THEFT PLAIN - PETTY ($950 & UNDER),
4940,220507848,9,2220,Harbor,90501,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4941,220707771,8,2200,Wilshire,90019,VEHICLE - STOLEN,
4942,221600608,9,1445,Foothill,91605,VIOLATION OF RESTRAINING ORDER,
4943,220110039,8,1845,Central,90015,BURGLARY FROM VEHICLE,
4944,220907771,8,2100,Van Nuys,91405,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
4945,220308876,3,1200,Southwest,90008,THEFT OF IDENTITY,
4946,220308843,9,1245,Southwest,90018,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4947,221508035,9,1530,N Hollywood,91607,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4948,222008249,9,0155,Olympic,90010,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4949,220808147,7,1830,West LA,90035,THEFT PLAIN - PETTY ($950 & UNDER),
4950,221408999,8,1721,Pacific,90291,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4951,220608583,9,1525,Hollywood,90028,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4952,221908051,8,2200,Mission,91343,BURGLARY FROM VEHICLE,
4953,221908009,8,1800,Mission,91342,VEHICLE - STOLEN,
4954,220808059,9,1521,West LA,90272,ARSON,FIRE
4955,221107876,9,2230,Northeast,90027,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4956,221209611,9,0005,77th Street,90001,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",UNKNOWN WEAPON/OTHER WEAPON
4957,220907782,9,1840,Van Nuys,91411,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
4958,221107668,9,0045,Northeast,90065,VEHICLE - STOLEN,
4959,220110000,9,1545,Central,90015,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
4960,220608795,7,2200,Hollywood,90046,BURGLARY FROM VEHICLE,
4961,221309637,1,1010,Newton,90003,THEFT OF IDENTITY,
4962,221508051,9,2215,N Hollywood,91606,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",BOTTLE
4963,220109954,9,0200,Central,90017,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4964,221707637,7,2100,Devonshire,91325,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
4965,220109889,7,2055,Central,90012,BURGLARY FROM VEHICLE,
4966,221808882,8,0808,Southeast,90002,THEFT OF IDENTITY,
4967,222008230,4,2320,Olympic,90007,VEHICLE - ATTEMPT STOLEN,
4968,220308812,8,2140,Southwest,90016,VIOLATION OF RESTRAINING ORDER,
4969,220907722,7,0445,Van Nuys,91423,BURGLARY FROM VEHICLE,
4970,221007729,8,1845,West Valley,91356,BURGLARY,
4971,221408948,7,1415,Pacific,90066,THEFT OF IDENTITY,
4972,220608539,8,1715,Hollywood,90028,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
4973,221209579,8,0700,77th Street,90047,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4974,221309261,7,2130,Newton,90011,VEHICLE - STOLEN,
4975,220208554,8,1105,Rampart,90026,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
4976,220907727,7,2300,Van Nuys,91403,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
4977,222008205,4,0905,Olympic,90004,VIOLATION OF RESTRAINING ORDER,
4978,221507991,8,0345,N Hollywood,91601,ROBBERY,UNKNOWN FIREARM
4979,220110081,8,1300,Central,90013,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
4980,220807947,7,1800,West LA,90034,VEHICLE - STOLEN,
4981,220208578,8,2300,Rampart,90057,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
4982,220608716,8,0925,Hollywood,90068,THEFT OF IDENTITY,
4983,221508011,8,0435,N Hollywood,91606,THEFT PLAIN - PETTY ($950 & UNDER),
4984,220808029,8,1145,West LA,90035,VIOLATION OF RESTRAINING ORDER,
4985,222008233,2,1000,Olympic,90006,BURGLARY FROM VEHICLE,
4986,221007704,7,1300,West Valley,91335,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
4987,222107884,8,0302,Topanga,91364,ARSON,
4988,221007721,7,2000,West Valley,91356,BURGLARY FROM VEHICLE,
4989,220407364,8,1630,Hollenbeck,90031,VIOLATION OF RESTRAINING ORDER,
4990,220707750,8,1635,Wilshire,90019,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
4991,221707506,3,0001,Devonshire,91311,THEFT OF IDENTITY,
4992,221309257,7,2100,Newton,90015,VEHICLE - STOLEN,
4993,220907755,8,1930,Van Nuys,91411,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
4994,221408954,8,1410,Pacific,90291,BURGLARY,UNKNOWN WEAPON/OTHER WEAPON
4995,220407356,8,1230,Hollenbeck,90032,ROBBERY,HAND GUN
4996,221408970,8,0700,Pacific,90291,VIOLATION OF COURT ORDER,
4997,221107622,6,1900,Northeast,90027,BURGLARY,
4998,220507762,1,0200,Harbor,90744,THEFT OF IDENTITY,
4999,221808840,8,0900,Southeast,90002,ROBBERY,SEMI-AUTOMATIC PISTOL
5000,220907741,8,1515,Van Nuys,91406,BURGLARY,
5001,220608507,7,2210,Hollywood,90028,BURGLARY FROM VEHICLE,
5002,221607252,8,0142,Foothill,91042,THEFT PLAIN - PETTY ($950 & UNDER),
5003,221808836,7,1815,Southeast,90044,TRESPASSING,
5004,221908014,2,1500,Mission,91342,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
5005,221210135,2,0001,77th Street,90047,THEFT OF IDENTITY,
5006,220308815,8,0635,Southwest,90037,THEFT PLAIN - PETTY ($950 & UNDER),
5007,221300667,8,1415,Newton,90007,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
5008,220308810,8,1200,Southwest,90016,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
5009,220407329,8,0555,Hollenbeck,90031,VEHICLE - STOLEN,
5010,220208486,6,1300,Rampart,90057,BURGLARY,UNKNOWN WEAPON/OTHER WEAPON
5011,222008236,8,1511,Olympic,90006,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5012,220507759,1,1000,Harbor,90501,DOCUMENT FORGERY / STOLEN FELONY,
5013,221007710,7,2200,West Valley,91356,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
5014,221209583,8,1300,77th Street,90047,VEHICLE - STOLEN,
5015,220407368,8,1710,Hollenbeck,90023,BRANDISH WEAPON,OTHER KNIFE
5016,221508014,7,1900,N Hollywood,91604,BURGLARY,
5017,220608509,2,0900,Hollywood,90028,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
5018,221408945,6,1900,Pacific,90291,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
5019,221607110,8,0318,Foothill,91040,VEHICLE - STOLEN,
5020,221007718,7,1000,West Valley,91436,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
5021,221209586,8,0710,77th Street,90062,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
5022,221209574,8,0400,77th Street,90047,BURGLARY,
5023,220707744,7,2300,Wilshire,90034,BURGLARY,
5024,221607138,8,2150,Foothill,91352,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5025,221908054,8,1430,Mission,91331,DISRUPT SCHOOL,
5026,220507732,8,1400,Harbor,90744,VEHICLE - STOLEN,
5027,221908042,8,1800,Mission,91343,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5028,221209643,8,2035,77th Street,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",HAND GUN
5029,220507737,7,2100,Harbor,90731,BURGLARY,
5030,221408958,8,2030,Pacific,90066,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
5031,221808871,8,2120,Southeast,90003,BRANDISH WEAPON,SEMI-AUTOMATIC PISTOL
5032,221908061,7,1700,Mission,91343,BURGLARY FROM VEHICLE,
5033,221408891,7,2200,Pacific,90045,VEHICLE - STOLEN,
5034,221907984,8,0200,Mission,91345,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5035,221107647,7,2200,Northeast,90029,TRESPASSING,
5036,221209591,8,0727,77th Street,90003,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
5037,221209602,8,1745,77th Street,90047,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5038,221808900,8,1800,Southeast,90003,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5039,221908019,7,2130,Mission,91342,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5040,221408946,8,0050,Pacific,90292,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5041,220208503,8,1440,Rampart,90057,CRIMINAL HOMICIDE,UNKNOWN TYPE CUTTING INSTRUMENT
5042,220208505,8,1440,Rampart,90017,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",UNKNOWN TYPE CUTTING INSTRUMENT
5043,221107644,7,1440,Northeast,90065,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",UNKNOWN WEAPON/OTHER WEAPON
5044,222107805,6,1900,Topanga,91306,VEHICLE - STOLEN,
5045,220109936,8,1055,Central,90012,VIOLATION OF RESTRAINING ORDER,
5046,221808931,7,0218,Southeast,90002,THEFT PLAIN - PETTY ($950 & UNDER),
5047,221607139,8,2130,Foothill,91352,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5048,222107814,8,1932,Topanga,91304,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",KNIFE WITH BLADE 6INCHES OR LESS
5049,221007732,7,2200,West Valley,91335,VEHICLE - ATTEMPT STOLEN,
5050,220407369,8,1825,Hollenbeck,90033,INTIMATE PARTNER - AGGRAVATED ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5051,220109923,6,1730,Central,90013,BURGLARY FROM VEHICLE,
5052,221209603,7,1450,77th Street,90044,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5053,220308791,7,2000,Southwest,90018,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
5054,221808845,7,1630,Southeast,90059,VEHICLE - STOLEN,
5055,221508273,6,0300,N Hollywood,91604,BURGLARY FROM VEHICLE,
5056,220907747,8,0005,Van Nuys,91401,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
5057,220208480,8,0945,Rampart,90017,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",MACHETE
5058,220707745,7,2120,Wilshire,90036,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
5059,221508012,8,1600,N Hollywood,91605,VEHICLE - STOLEN,
5060,221808832,7,2200,Southeast,90044,VEHICLE - STOLEN,
5061,220507745,8,1200,Harbor,90744,VIOLATION OF RESTRAINING ORDER,
5062,220109939,8,2120,Central,90013,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5063,220507735,7,2100,Harbor,90744,BURGLARY,
5064,220308860,8,2230,Southwest,90037,BRANDISH WEAPON,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH
5065,221309268,8,0615,Newton,90011,VEHICLE - STOLEN,
5066,221707534,7,2300,Devonshire,91343,TRESPASSING,
5067,221908022,8,1500,Mission,91345,VIOLATION OF COURT ORDER,
5068,221607130,6,2000,Foothill,91352,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
5069,221007719,7,1945,West Valley,91316,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
5070,221808862,2,1730,Southeast,90061,THEFT PLAIN - PETTY ($950 & UNDER),
5071,222008231,8,1940,Olympic,90018,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5072,220109927,8,1135,Central,90071,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
5073,221409042,8,1730,Pacific,90230,BIKE - STOLEN,
5074,220407341,7,2200,Hollenbeck,90031,VEHICLE - STOLEN,
5075,220608552,8,2200,Hollywood,90046,"BUNCO, PETTY THEFT",
5076,220407600,3,1730,Hollenbeck,90033,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
5077,222008201,8,0420,Olympic,90019,BURGLARY,
5078,221007730,8,1822,West Valley,91356,BURGLARY,
5079,220907749,8,0900,Van Nuys,91401,VANDALISM - MISDEAMEANOR ($399 OR UNDER),
5080,221408909,7,1230,Pacific,90045,BURGLARY FROM VEHICLE,
5081,220208489,7,1200,Rampart,90057,THEFT OF IDENTITY,
5082,221707550,3,1707,Devonshire,91344,"BUNCO, GRAND THEFT",
5083,221607135,2,0824,Foothill,,THEFT OF IDENTITY,
5084,221707487,8,0605,Devonshire,91324,VEHICLE - STOLEN,
5085,220507751,8,0545,Harbor,90501,BURGLARY,
5086,221408961,8,2100,Pacific,90291,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5087,221808878,8,0121,Southeast,90002,THEFT OF IDENTITY,
5088,221209742,7,0100,77th Street,90044,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
5089,220808089,7,2200,West LA,90272,BURGLARY FROM VEHICLE,
5090,220608717,7,2100,Hollywood,90046,BURGLARY FROM VEHICLE,
5091,221107620,7,1300,Northeast,90031,BRANDISH WEAPON,OTHER KNIFE
5092,221808861,6,1700,Southeast,90002,BURGLARY FROM VEHICLE,
5093,221908025,6,0930,Mission,91402,VIOLATION OF RESTRAINING ORDER,VERBAL THREAT
5094,220807996,7,1110,West LA,90034,BURGLARY,
5095,220400673,8,0030,Hollenbeck,90031,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5096,221209601,8,1530,77th Street,90003,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5097,221107642,6,1600,Northeast,90027,VEHICLE - STOLEN,
5098,220309101,4,1203,Southwest,90008,THEFT OF IDENTITY,
5099,222008229,8,1000,Olympic,90006,VEHICLE - STOLEN,
5100,221107650,8,1400,Northeast,90065,VEHICLE - STOLEN,
5101,220608526,8,0600,Hollywood,90028,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5102,221508033,8,1150,N Hollywood,91608,BURGLARY,
5103,220109942,8,1700,Central,90014,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5104,221908040,8,1930,Mission,91402,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5105,220109859,3,0730,Central,90012,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5106,221309270,2,1203,Newton,90058,THEFT OF IDENTITY,
5107,221007690,8,0850,West Valley,91335,VEHICLE - STOLEN,
5108,220109972,5,2250,Central,90014,BURGLARY FROM VEHICLE,
5109,221107629,6,2100,Northeast,90027,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
5110,221408986,8,1930,Pacific,90291,"BURGLARY, ATTEMPTED",UNKNOWN WEAPON/OTHER WEAPON
5111,221210138,3,1200,77th Street,90037,THEFT OF IDENTITY,
5112,222107806,6,1030,Topanga,91364,DOCUMENT FORGERY / STOLEN FELONY,
5113,221508079,8,1845,N Hollywood,91605,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5114,220907731,7,0500,Van Nuys,91423,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5115,221007712,8,0945,West Valley,91356,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5116,220707726,7,1815,Wilshire,90036,BURGLARY FROM VEHICLE,
5117,221209566,8,0100,77th Street,90043,BRANDISH WEAPON,KNIFE WITH BLADE 6INCHES OR LESS
5118,220407343,4,1800,Hollenbeck,90033,VEHICLE - STOLEN,
5119,221309304,2,1201,Newton,90037,THEFT OF IDENTITY,
5120,221808870,8,2120,Southeast,90003,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
5121,221007708,7,0001,West Valley,91406,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
5122,221908062,8,1515,Mission,91340,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),
5123,221908024,8,0745,Mission,91343,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
5124,222107869,8,1200,Topanga,91303,CRIMINAL THREATS - NO WEAPON DISPLAYED,VERBAL THREAT
5125,220308795,8,0830,Southwest,90007,VEHICLE - STOLEN,
5126,221808831,8,0140,Southeast,90061,INTIMATE PARTNER - AGGRAVATED ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5127,220109933,8,1800,Central,90014,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5128,221007740,8,1530,West Valley,91335,THEFT PLAIN - PETTY ($950 & UNDER),
5129,221309262,7,2000,Newton,90037,VEHICLE - STOLEN,
5130,221908101,6,0240,Mission,91342,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
5131,221808860,8,1440,Southeast,90061,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5132,221309316,5,1600,Newton,90003,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5133,220308813,3,0813,Southwest,90037,THEFT OF IDENTITY,
5134,221908012,7,2200,Mission,91343,BURGLARY,
5135,221309399,8,1207,Newton,90011,VIOLATION OF RESTRAINING ORDER,
5136,221007720,8,0830,West Valley,91356,BURGLARY,
5137,220109907,7,2200,Central,90017,BURGLARY FROM VEHICLE,
5138,222008263,2,2200,Olympic,90057,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",CAUSTIC CHEMICAL/POISON
5139,221007709,7,0001,West Valley,91406,THEFT OF IDENTITY,
5140,220608719,8,0703,Hollywood,90029,THEFT OF IDENTITY,
5141,221107639,7,1640,Northeast,90041,THEFT PLAIN - PETTY ($950 & UNDER),
5142,221907999,6,1730,Mission,91345,VEHICLE - STOLEN,
5143,221209570,7,2300,77th Street,90044,VEHICLE - STOLEN,
5144,221007728,8,1443,West Valley,91356,BURGLARY,
5145,221508262,4,0350,N Hollywood,91601,THEFT OF IDENTITY,
5146,220109886,8,0600,Central,90012,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
5147,220109947,7,1600,Central,90014,THEFT PLAIN - PETTY ($950 & UNDER),
5148,221707516,8,1249,Devonshire,91311,ATTEMPTED ROBBERY,SEMI-AUTOMATIC PISTOL
5149,221908007,8,1051,Mission,91343,INTIMATE PARTNER - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5150,220308817,2,1800,Southwest,90016,BURGLARY FROM VEHICLE,
5151,220407353,7,0005,Hollenbeck,90033,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5152,220907728,7,2220,Van Nuys,91405,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
5153,221107628,7,2045,Northeast,90065,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
5154,220808139,7,1200,West LA,90024,BIKE - STOLEN,
5155,220308798,8,1040,Southwest,90062,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5156,221007722,7,1930,West Valley,91356,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),
5157,221107623,7,0650,Northeast,90026,BURGLARY,
5158,221408963,8,1245,Pacific,90292,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",
5159,220907735,4,1622,Van Nuys,91411,VIOLATION OF COURT ORDER,
5160,221409067,8,1430,Pacific,90045,BURGLARY FROM VEHICLE,UNKNOWN WEAPON/OTHER WEAPON
5161,221209584,8,0645,77th Street,90003,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HAND GUN
5162,220208529,8,1815,Rampart,90004,"THEFT, PERSON","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5163,222008197,8,1300,Olympic,90020,VEHICLE - STOLEN,
5164,221908030,8,1300,Mission,91402,ROBBERY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5165,221107649,7,1400,Northeast,90041,VEHICLE - STOLEN,
5166,220208496,8,0100,Rampart,90029,THEFT OF IDENTITY,
5167,220907753,8,0001,Van Nuys,91403,BURGLARY FROM VEHICLE,
5168,220208485,4,0715,Rampart,90017,OTHER ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5169,221507994,7,2100,N Hollywood,91352,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),
5170,220109926,8,0815,Central,90013,BATTERY - SIMPLE ASSAULT,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)"
5171,220707730,8,0800,Wilshire,90036,SHOPLIFTING - PETTY THEFT ($950 & UNDER),
5172,221107625,7,1500,Northeast,90027,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",
5173,220807965,8,1000,West LA,90064,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",
